TransactionID,OrderDate,Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,Rating
1565,2021-07-05,Asia-Pacific,Apple,Desktop,M2,NVIDIA RTX 2060,8,1024,macOS,Blue,Retail Store,PayPal,1452.39,0,1452.39,2,2904.78,Enterprise,5
1566,2022-07-21,North America,Acer,All-in-One,Ryzen 7,Intel Iris,8,256,macOS,Black,Retail Store,Bank Transfer,2010.93,15,1709.29,2,3418.58,Enterprise,2
1567,2021-12-25,North America,Microsoft,Gaming Laptop,i7,NVIDIA GTX 1650,16,2048,Linux,Gray,Online,Bank Transfer,1529.19,10,1376.27,3,4128.81,Professional,5
1568,2022-07-14,Asia-Pacific,Apple,Desktop,i7,NVIDIA GTX 1650,8,2048,macOS,Black,Retail Store,Bank Transfer,1684.02,20,1347.22,1,1347.22,Student,2
1569,2024-08-31,Asia-Pacific,MSI,All-in-One,i9,AMD Radeon Vega,16,1024,Windows 11,Gray,Reseller,Bank Transfer,952.51,10,857.26,2,1714.52,Professional,5
1570,2025-03-05,North America,Microsoft,Laptop,Ryzen 7,AMD Radeon Vega,16,2048,Windows 11,White,Reseller,Credit Card,1934.62,5,1837.89,3,5513.67,Gamer,1
1571,2021-10-08,Europe,Asus,Laptop,i5,NVIDIA RTX 2060,32,256,Windows 11,Blue,Online,Bank Transfer,475.99,0,475.99,2,951.98,Student,4
1572,2022-05-04,Asia-Pacific,HP,Laptop,i5,NVIDIA GTX 1650,32,256,Linux,White,Online,Credit Card,1845.42,5,1753.15,2,3506.3,Professional,1
1573,2024-12-01,Europe,Microsoft,Desktop,M2,NVIDIA GTX 1650,32,512,Linux,Silver,Retail Store,PayPal,1240.62,10,1116.56,1,1116.56,Enterprise,4
1574,2024-04-19,North America,Asus,Laptop,Ryzen 9,Intel Iris,4,512,macOS,Black,Reseller,Credit Card,1428.07,20,1142.46,2,2284.92,Professional,4
1575,2025-10-19,Asia-Pacific,Microsoft,Gaming Laptop,M2,NVIDIA RTX 2060,32,2048,Windows 10,White,Online,Debit Card,2972.89,0,2972.89,2,5945.78,Enterprise,2
1576,2020-12-18,Asia-Pacific,Dell,Laptop,i5,NVIDIA RTX 2060,8,1024,Windows 10,Blue,Reseller,Debit Card,2441.69,20,1953.35,1,1953.35,Enterprise,5
1577,2025-08-02,North America,Dell,Desktop,i9,Intel Iris,16,512,macOS,Silver,Reseller,PayPal,1638.22,15,1392.49,2,2784.98,Student,3
1578,2020-08-17,North America,Razer,Gaming Laptop,i5,AMD Radeon Vega,4,2048,Windows 10,Gray,Reseller,Credit Card,1683.42,5,1599.25,1,1599.25,Student,4
1579,2023-07-19,North America,Acer,Laptop,i3,Intel UHD,8,256,macOS,Black,Retail Store,Credit Card,791.36,20,633.09,2,1266.18,Student,5
1580,2024-09-15,Asia-Pacific,Lenovo,Desktop,Ryzen 3,Intel Iris,8,1024,Windows 10,Gray,Online,Credit Card,1705.05,10,1534.55,2,3069.1,Professional,3
1581,2021-09-30,North America,Dell,All-in-One,i3,AMD Radeon Vega,4,2048,Linux,White,Retail Store,Credit Card,2577.07,20,2061.66,1,2061.66,Student,3
1582,2021-02-24,Europe,Dell,Laptop,Ryzen 9,Intel UHD,8,256,Windows 11,Gray,Retail Store,Credit Card,1915.71,10,1724.14,1,1724.14,Professional,5
1583,2020-08-21,Asia-Pacific,Dell,Gaming Laptop,i5,Intel UHD,32,1024,Windows 11,White,Online,Bank Transfer,1224.5,15,1040.83,3,3122.49,Gamer,5
1584,2025-06-02,Europe,MSI,All-in-One,Ryzen 3,NVIDIA RTX 2060,4,512,Windows 11,Blue,Retail Store,Credit Card,1840.68,0,1840.68,1,1840.68,Gamer,1
1585,2022-01-07,Asia-Pacific,Acer,Desktop,i9,AMD Radeon Vega,4,1024,Windows 11,Black,Retail Store,Debit Card,1138.29,0,1138.29,1,1138.29,Enterprise,1
1586,2022-10-01,Europe,Razer,All-in-One,i7,NVIDIA RTX 2060,32,1024,Windows 10,Silver,Reseller,Bank Transfer,2516.79,10,2265.11,1,2265.11,Enterprise,1
1587,2023-04-28,North America,HP,Gaming Laptop,Ryzen 3,NVIDIA RTX 2060,32,1024,Windows 10,White,Retail Store,Debit Card,1753.55,10,1578.19,2,3156.38,Student,1
1588,2021-03-28,Europe,Dell,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,32,512,macOS,Silver,Retail Store,Credit Card,1350.61,20,1080.49,2,2160.98,Gamer,2
1589,2020-03-11,Europe,Microsoft,Desktop,Ryzen 5,NVIDIA RTX 2060,4,1024,macOS,Black,Online,PayPal,1395.23,0,1395.23,2,2790.46,Enterprise,1
1590,2020-11-14,North America,Lenovo,All-in-One,M1,AMD Radeon Vega,8,1024,Linux,Black,Online,Bank Transfer,505.37,20,404.3,2,808.6,Gamer,5
1591,2024-04-07,Asia-Pacific,Lenovo,Gaming Laptop,i5,NVIDIA RTX 2060,8,256,Windows 11,Black,Online,PayPal,1626.45,5,1545.13,1,1545.13,Professional,2
1592,2021-04-28,North America,HP,Desktop,i7,Intel Iris,16,256,Windows 11,White,Online,PayPal,1793.73,15,1524.67,2,3049.34,Enterprise,1
1593,2020-12-24,North America,Acer,Laptop,i3,AMD Radeon Vega,32,256,macOS,Silver,Retail Store,Credit Card,993.25,0,993.25,3,2979.75,Enterprise,2
1594,2024-09-25,Europe,MSI,Desktop,i7,AMD Radeon Vega,4,2048,Windows 11,Black,Reseller,Bank Transfer,1152.1,10,1036.89,2,2073.78,Professional,1
1595,2022-07-25,North America,Samsung,Laptop,i5,Intel UHD,4,1024,macOS,Black,Reseller,PayPal,2766.09,10,2489.48,1,2489.48,Professional,5
1596,2020-04-23,North America,Acer,Gaming Laptop,Ryzen 9,NVIDIA RTX 3060,32,1024,Linux,Silver,Online,Debit Card,2305.19,5,2189.93,3,6569.79,Student,4
1597,2025-09-05,North America,Apple,All-in-One,M1,AMD Radeon Vega,4,512,macOS,Silver,Online,Debit Card,1608.11,20,1286.49,1,1286.49,Gamer,3
1598,2022-08-08,North America,Microsoft,Laptop,Ryzen 5,NVIDIA GTX 1650,16,2048,macOS,Black,Reseller,PayPal,2439.04,20,1951.23,3,5853.69,Professional,5
1599,2024-08-14,Asia-Pacific,Lenovo,All-in-One,M2,NVIDIA RTX 2060,16,1024,Windows 10,Blue,Online,Bank Transfer,2724.04,20,2179.23,3,6537.69,Student,1
1600,2020-05-14,Europe,Apple,All-in-One,Ryzen 9,Intel Iris,8,2048,macOS,Black,Retail Store,PayPal,2365.98,10,2129.38,2,4258.76,Professional,4
1601,2020-03-04,Europe,Dell,Desktop,Ryzen 7,AMD Radeon Vega,16,256,Windows 10,White,Retail Store,Debit Card,764.03,5,725.83,3,2177.49,Gamer,4
1602,2022-09-30,Asia-Pacific,Razer,Desktop,M2,NVIDIA RTX 2060,16,1024,macOS,Black,Reseller,PayPal,1595.56,15,1356.23,1,1356.23,Professional,2
1603,2021-01-26,Asia-Pacific,HP,Gaming Laptop,i7,Intel Iris,4,256,macOS,Gray,Online,PayPal,1112.16,15,945.34,3,2836.02,Enterprise,2
1604,2023-04-08,Europe,Razer,Laptop,Ryzen 5,NVIDIA RTX 3060,16,2048,macOS,Silver,Retail Store,Bank Transfer,1132.65,20,906.12,1,906.12,Student,2
1605,2025-09-30,Europe,HP,Gaming Laptop,Ryzen 9,Intel UHD,8,512,Windows 11,White,Retail Store,PayPal,2108.61,20,1686.89,2,3373.78,Professional,2
1606,2023-09-13,North America,Apple,Desktop,M1,NVIDIA RTX 2060,8,256,macOS,Blue,Online,Credit Card,1126.79,5,1070.45,3,3211.35,Gamer,2
1607,2024-08-09,North America,MSI,Gaming Laptop,i7,NVIDIA RTX 3060,8,256,Windows 11,Silver,Online,PayPal,1185.29,15,1007.5,2,2015,Professional,5
1608,2020-04-12,North America,Microsoft,All-in-One,M2,Intel Iris,4,2048,Linux,Silver,Online,Debit Card,975.36,5,926.59,2,1853.18,Professional,5
1609,2020-11-26,North America,Acer,Gaming Laptop,i3,Intel Iris,4,2048,Windows 11,White,Online,Debit Card,647.57,20,518.06,1,518.06,Professional,3
1610,2024-12-12,Asia-Pacific,Asus,All-in-One,M2,NVIDIA RTX 2060,4,256,Windows 10,Gray,Retail Store,Credit Card,551.15,0,551.15,1,551.15,Gamer,2
1611,2025-02-06,North America,Apple,All-in-One,Ryzen 3,AMD Radeon Vega,32,256,macOS,Gray,Online,Bank Transfer,1736.72,10,1563.05,2,3126.1,Professional,2
1612,2024-07-18,North America,Acer,Gaming Laptop,i9,Intel Iris,4,2048,Windows 11,Black,Retail Store,PayPal,2092.31,15,1778.46,2,3556.92,Gamer,3
1613,2020-11-20,Europe,Acer,Desktop,Ryzen 9,Intel UHD,16,1024,Windows 10,Black,Reseller,Bank Transfer,909.11,20,727.29,3,2181.87,Gamer,4
1614,2021-05-12,Europe,Microsoft,Gaming Laptop,i3,NVIDIA GTX 1650,32,2048,Windows 11,White,Online,PayPal,573.93,0,573.93,3,1721.79,Gamer,5
1615,2024-01-26,North America,Microsoft,Laptop,M2,Intel UHD,8,512,Windows 11,White,Reseller,Bank Transfer,580.04,0,580.04,2,1160.08,Student,4
1616,2024-08-02,Asia-Pacific,MSI,All-in-One,i9,NVIDIA GTX 1650,8,512,Windows 11,Gray,Reseller,Debit Card,915.9,15,778.51,1,778.51,Student,2
1617,2025-02-26,Europe,Samsung,Gaming Laptop,M1,NVIDIA GTX 1650,8,2048,Linux,Gray,Online,Credit Card,617.85,10,556.07,1,556.07,Student,1
1618,2022-12-06,Asia-Pacific,Asus,All-in-One,Ryzen 5,Intel Iris,8,256,Windows 11,White,Reseller,Bank Transfer,938.67,10,844.8,2,1689.6,Gamer,5
1619,2024-03-23,North America,HP,All-in-One,M1,AMD Radeon Vega,4,2048,macOS,Blue,Retail Store,Credit Card,2113.69,5,2008.01,3,6024.03,Enterprise,2
1620,2023-08-22,Asia-Pacific,HP,Laptop,i5,Intel UHD,4,2048,macOS,Blue,Retail Store,Debit Card,2489.95,5,2365.45,3,7096.35,Gamer,4
1621,2022-02-12,North America,Apple,Laptop,i7,NVIDIA RTX 2060,8,1024,macOS,Blue,Retail Store,Bank Transfer,1221.4,10,1099.26,1,1099.26,Enterprise,4
1622,2022-06-13,Asia-Pacific,MSI,All-in-One,Ryzen 3,NVIDIA RTX 3060,16,2048,Linux,Gray,Online,Credit Card,815.33,10,733.8,3,2201.4,Enterprise,4
1623,2021-03-20,Asia-Pacific,HP,Gaming Laptop,i3,NVIDIA RTX 2060,32,1024,Windows 11,Black,Retail Store,Debit Card,1396,10,1256.4,1,1256.4,Gamer,4
1624,2022-04-16,Asia-Pacific,MSI,Desktop,M2,Intel Iris,4,2048,macOS,Silver,Online,Debit Card,1919.2,5,1823.24,2,3646.48,Student,3
1625,2025-09-06,Europe,Apple,Laptop,i7,Intel Iris,8,1024,macOS,Black,Retail Store,PayPal,2721.75,15,2313.49,3,6940.47,Gamer,5
1626,2025-03-13,Europe,HP,Gaming Laptop,i5,NVIDIA RTX 3060,4,2048,macOS,White,Online,Credit Card,462.99,5,439.84,3,1319.52,Enterprise,4
1627,2023-05-28,Asia-Pacific,HP,Desktop,i9,NVIDIA RTX 2060,4,1024,Windows 11,Blue,Online,Bank Transfer,1223.31,15,1039.81,2,2079.62,Professional,4
1628,2020-03-25,Asia-Pacific,Asus,Desktop,M1,NVIDIA RTX 2060,4,256,Windows 11,Black,Reseller,PayPal,575.15,5,546.39,1,546.39,Enterprise,2
1629,2024-08-05,Europe,Acer,Desktop,i9,Intel Iris,32,2048,Linux,White,Retail Store,Bank Transfer,459.65,20,367.72,1,367.72,Student,2
1630,2022-05-19,Europe,Lenovo,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,32,512,macOS,White,Reseller,Credit Card,462.47,10,416.22,2,832.44,Student,2
1631,2020-12-02,North America,Acer,Gaming Laptop,i5,NVIDIA RTX 3060,16,256,Windows 11,Gray,Retail Store,Bank Transfer,2544.66,0,2544.66,1,2544.66,Student,4
1632,2022-05-25,Europe,Samsung,Laptop,M1,Intel UHD,4,1024,Windows 11,Black,Retail Store,Debit Card,1063.73,0,1063.73,1,1063.73,Student,3
1633,2024-05-19,Europe,Microsoft,Gaming Laptop,i5,AMD Radeon Vega,16,512,Windows 11,Silver,Retail Store,PayPal,1758.35,0,1758.35,2,3516.7,Gamer,3
1634,2022-05-25,Europe,Samsung,Laptop,i9,Intel UHD,4,2048,Windows 10,Blue,Online,Bank Transfer,1742.43,10,1568.19,2,3136.38,Gamer,5
1635,2024-10-01,Europe,Lenovo,Laptop,M2,Intel UHD,32,256,Windows 11,Silver,Retail Store,Credit Card,1452.48,20,1161.98,3,3485.94,Gamer,1
1636,2023-04-12,North America,Apple,All-in-One,Ryzen 7,NVIDIA RTX 3060,32,256,macOS,Blue,Retail Store,Debit Card,621.49,20,497.19,2,994.38,Professional,2
1637,2023-03-10,Europe,Dell,All-in-One,i3,AMD Radeon Vega,4,1024,macOS,Silver,Retail Store,PayPal,2921.08,20,2336.86,1,2336.86,Student,5
1638,2024-12-02,Europe,Microsoft,Gaming Laptop,Ryzen 9,AMD Radeon Vega,16,512,Windows 11,White,Reseller,Debit Card,1348.34,5,1280.92,1,1280.92,Enterprise,2
1639,2022-04-11,Europe,Microsoft,Desktop,i5,NVIDIA RTX 2060,16,256,Linux,Blue,Retail Store,Bank Transfer,572.99,10,515.69,3,1547.07,Professional,1
1640,2025-01-14,North America,Lenovo,Desktop,M1,NVIDIA GTX 1650,8,2048,Windows 11,White,Reseller,Debit Card,864.8,15,735.08,2,1470.16,Enterprise,3
1641,2022-01-11,North America,Apple,Laptop,i7,NVIDIA GTX 1650,8,1024,macOS,Black,Reseller,Bank Transfer,2852.81,15,2424.89,1,2424.89,Professional,1
1642,2024-01-16,Asia-Pacific,Razer,All-in-One,i7,AMD Radeon Vega,32,512,Windows 10,Blue,Retail Store,Credit Card,1844.48,5,1752.26,2,3504.52,Student,5
1643,2020-01-27,Europe,HP,Gaming Laptop,i7,AMD Radeon Vega,32,512,Linux,Blue,Online,Debit Card,402.85,20,322.28,1,322.28,Student,1
1644,2025-08-08,North America,Acer,Desktop,i9,NVIDIA GTX 1650,32,512,macOS,Blue,Reseller,Bank Transfer,2709.96,0,2709.96,2,5419.92,Gamer,1
1645,2022-12-22,Asia-Pacific,Microsoft,Laptop,M2,NVIDIA RTX 3060,4,2048,Linux,Blue,Retail Store,Bank Transfer,1348.39,20,1078.71,2,2157.42,Gamer,3
1646,2023-02-13,North America,Razer,All-in-One,M1,Intel Iris,16,1024,Windows 11,Silver,Online,PayPal,441.8,20,353.44,3,1060.32,Professional,4
1647,2020-08-23,Asia-Pacific,Apple,Desktop,Ryzen 9,NVIDIA RTX 3060,8,512,macOS,Gray,Online,Credit Card,730.68,0,730.68,3,2192.04,Gamer,1
1648,2020-09-13,Europe,Acer,All-in-One,i9,NVIDIA RTX 2060,4,1024,Windows 10,Gray,Online,Credit Card,1681.39,20,1345.11,1,1345.11,Student,1
1649,2021-10-11,Europe,HP,All-in-One,i3,Intel UHD,8,2048,Windows 10,Gray,Retail Store,PayPal,1306.49,20,1045.19,3,3135.57,Gamer,5
1650,2020-11-30,North America,Asus,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,16,2048,Windows 11,Gray,Reseller,Bank Transfer,2725.52,20,2180.42,1,2180.42,Gamer,5
1651,2020-03-12,North America,Acer,All-in-One,i9,AMD Radeon Vega,32,1024,Linux,Silver,Online,Bank Transfer,2164.82,5,2056.58,1,2056.58,Professional,4
1652,2021-06-01,Europe,Apple,Desktop,M1,Intel Iris,16,2048,macOS,Blue,Reseller,Debit Card,1800.69,10,1620.62,3,4861.86,Enterprise,1
1653,2022-09-20,North America,Lenovo,Desktop,i3,NVIDIA RTX 3060,4,256,Linux,Black,Reseller,Credit Card,1190.9,15,1012.27,1,1012.27,Enterprise,3
1654,2025-07-29,North America,HP,All-in-One,i5,NVIDIA RTX 2060,4,512,Windows 11,Silver,Retail Store,Debit Card,2969.72,10,2672.75,2,5345.5,Student,1
1655,2024-07-09,North America,Lenovo,Laptop,M2,Intel UHD,4,2048,Windows 11,Black,Online,Debit Card,1754.71,0,1754.71,2,3509.42,Enterprise,3
1656,2021-11-16,North America,Apple,Desktop,M2,AMD Radeon Vega,4,512,macOS,Blue,Retail Store,Bank Transfer,528.36,10,475.52,3,1426.56,Student,2
1657,2020-07-26,Europe,Microsoft,Desktop,M1,AMD Radeon Vega,4,512,Windows 10,Gray,Reseller,PayPal,2961.12,15,2516.95,3,7550.85,Gamer,3
1658,2022-01-29,Europe,Lenovo,Gaming Laptop,i9,Intel UHD,4,1024,Windows 10,Black,Reseller,Bank Transfer,2170.29,5,2061.78,3,6185.34,Gamer,2
1659,2024-01-13,Asia-Pacific,MSI,Gaming Laptop,i7,Intel UHD,16,512,Windows 10,Blue,Reseller,PayPal,2134.89,20,1707.91,1,1707.91,Student,1
1660,2024-07-07,Europe,MSI,All-in-One,Ryzen 9,AMD Radeon Vega,32,2048,Windows 10,White,Online,Bank Transfer,1435.13,5,1363.37,3,4090.11,Professional,4
1661,2021-05-08,Asia-Pacific,Samsung,Gaming Laptop,i3,Intel UHD,8,2048,Linux,Silver,Retail Store,Bank Transfer,2803.23,5,2663.07,3,7989.21,Gamer,4
1662,2021-06-09,Asia-Pacific,Samsung,Laptop,M2,AMD Radeon Vega,32,2048,Windows 11,Silver,Reseller,Credit Card,622.63,15,529.24,2,1058.48,Gamer,3
1663,2023-12-15,Asia-Pacific,Razer,Desktop,Ryzen 5,NVIDIA RTX 3060,8,1024,Windows 10,Silver,Retail Store,PayPal,1287.64,15,1094.49,2,2188.98,Gamer,4
1664,2023-10-01,Europe,Lenovo,Desktop,M1,NVIDIA GTX 1650,16,256,Windows 10,Black,Retail Store,PayPal,2803.12,10,2522.81,1,2522.81,Gamer,5
1665,2023-10-03,Asia-Pacific,Asus,Laptop,i7,NVIDIA RTX 3060,32,1024,macOS,Black,Reseller,Credit Card,2483.72,20,1986.98,3,5960.94,Enterprise,5
1666,2023-10-21,Europe,Lenovo,Laptop,Ryzen 5,Intel UHD,8,1024,Windows 10,White,Retail Store,PayPal,1101.4,5,1046.33,3,3138.99,Gamer,1
1667,2025-05-22,Asia-Pacific,Asus,Laptop,i7,NVIDIA RTX 3060,4,256,Windows 11,Black,Online,Bank Transfer,664.36,5,631.14,2,1262.28,Student,4
1668,2025-02-21,Europe,HP,Laptop,Ryzen 7,AMD Radeon Vega,8,512,macOS,Silver,Online,Credit Card,821.33,5,780.26,2,1560.52,Gamer,2
1669,2022-03-17,North America,Lenovo,All-in-One,i9,Intel UHD,16,512,Windows 11,White,Retail Store,PayPal,2752.22,15,2339.39,1,2339.39,Professional,4
1670,2023-06-21,Asia-Pacific,Acer,Laptop,Ryzen 5,NVIDIA RTX 2060,16,1024,Windows 10,Blue,Retail Store,Credit Card,1416.67,20,1133.34,2,2266.68,Gamer,5
1671,2023-03-29,Europe,Asus,Gaming Laptop,Ryzen 3,NVIDIA GTX 1650,8,1024,macOS,Blue,Reseller,Bank Transfer,1258.8,0,1258.8,2,2517.6,Enterprise,5
1672,2021-11-01,North America,Acer,Desktop,Ryzen 3,NVIDIA RTX 3060,16,2048,Windows 11,Blue,Retail Store,PayPal,2037.95,15,1732.26,2,3464.52,Enterprise,2
1673,2024-10-08,North America,Lenovo,All-in-One,Ryzen 9,NVIDIA GTX 1650,4,1024,Linux,Silver,Reseller,PayPal,1033.63,15,878.59,3,2635.77,Enterprise,2
1674,2020-04-09,Asia-Pacific,Microsoft,Gaming Laptop,M1,Intel UHD,4,1024,macOS,White,Online,PayPal,1229.73,0,1229.73,2,2459.46,Gamer,4
1675,2021-12-07,North America,Lenovo,Laptop,Ryzen 9,Intel Iris,8,512,macOS,Blue,Online,PayPal,1874.58,15,1593.39,2,3186.78,Enterprise,3
1676,2023-01-05,Asia-Pacific,Lenovo,Desktop,M1,Intel UHD,32,512,Windows 10,Black,Reseller,Debit Card,1271.21,10,1144.09,1,1144.09,Student,3
1677,2023-12-12,Europe,Lenovo,Desktop,M1,Intel UHD,8,1024,macOS,White,Retail Store,Debit Card,990.14,0,990.14,1,990.14,Professional,4
1678,2020-03-31,Asia-Pacific,Apple,Desktop,i5,AMD Radeon Vega,4,256,macOS,Gray,Online,Bank Transfer,769.81,10,692.83,3,2078.49,Enterprise,2
1679,2023-02-03,Europe,Acer,Desktop,M1,NVIDIA RTX 2060,8,1024,Linux,Blue,Online,Debit Card,688.62,0,688.62,3,2065.86,Enterprise,3
1680,2021-12-22,Europe,Apple,Laptop,Ryzen 3,AMD Radeon Vega,32,256,macOS,Gray,Online,Credit Card,2475.28,0,2475.28,3,7425.84,Gamer,3
1681,2024-01-12,Europe,Apple,Gaming Laptop,i9,AMD Radeon Vega,32,256,macOS,Silver,Reseller,Credit Card,2801.9,15,2381.62,1,2381.62,Gamer,4
1682,2023-08-07,North America,Asus,All-in-One,Ryzen 3,NVIDIA RTX 2060,8,256,Windows 10,Silver,Retail Store,PayPal,2136.28,15,1815.84,2,3631.68,Student,2
1683,2023-08-10,Europe,Lenovo,Gaming Laptop,M1,Intel UHD,32,512,Linux,White,Online,Credit Card,436.7,20,349.36,1,349.36,Gamer,2
1684,2025-03-27,North America,Asus,Gaming Laptop,i5,NVIDIA RTX 2060,4,1024,Linux,White,Reseller,Debit Card,1272.53,10,1145.28,3,3435.84,Professional,4
1685,2025-08-05,Europe,Asus,Laptop,i7,Intel Iris,8,256,macOS,Gray,Reseller,Debit Card,1202.3,10,1082.07,1,1082.07,Student,2
1686,2022-02-04,Europe,Razer,Desktop,Ryzen 7,NVIDIA GTX 1650,4,512,macOS,Gray,Online,Bank Transfer,1837.74,5,1745.85,1,1745.85,Enterprise,3
1687,2022-06-05,Europe,Microsoft,All-in-One,i7,NVIDIA RTX 3060,4,1024,Windows 10,Gray,Online,Credit Card,1161.29,0,1161.29,3,3483.87,Professional,3
1688,2020-02-19,North America,Microsoft,Gaming Laptop,i9,Intel UHD,8,2048,Windows 10,Blue,Online,Credit Card,1657.47,0,1657.47,2,3314.94,Gamer,5
1689,2025-03-23,North America,Microsoft,Gaming Laptop,i5,NVIDIA RTX 2060,8,256,Windows 11,Black,Reseller,Credit Card,2588.82,5,2459.38,3,7378.14,Gamer,2
1690,2025-10-11,Asia-Pacific,HP,Desktop,i5,NVIDIA RTX 3060,32,256,Windows 11,Blue,Retail Store,Bank Transfer,2445.8,15,2078.93,1,2078.93,Student,1
1691,2020-09-08,Europe,HP,All-in-One,Ryzen 9,Intel UHD,16,1024,Linux,Gray,Online,Credit Card,2611.15,20,2088.92,3,6266.76,Enterprise,3
1692,2020-04-16,Europe,Lenovo,Laptop,i7,Intel UHD,32,512,Windows 11,Silver,Reseller,PayPal,1857.2,20,1485.76,3,4457.28,Enterprise,1
1693,2020-01-27,North America,Razer,Gaming Laptop,M1,NVIDIA RTX 2060,32,256,Linux,White,Reseller,Debit Card,1018.12,0,1018.12,2,2036.24,Enterprise,4
1694,2020-10-26,Asia-Pacific,MSI,Gaming Laptop,Ryzen 3,AMD Radeon Vega,8,512,Windows 10,Black,Online,Debit Card,2450.9,20,1960.72,3,5882.16,Professional,4
1695,2022-08-22,North America,Dell,Laptop,Ryzen 5,Intel UHD,8,1024,Windows 11,Silver,Online,Credit Card,1375.77,0,1375.77,3,4127.31,Student,2
1696,2023-04-16,Asia-Pacific,Samsung,Desktop,Ryzen 5,Intel Iris,4,512,Windows 11,White,Online,Bank Transfer,2181.37,0,2181.37,3,6544.11,Professional,4
1697,2022-08-09,North America,Asus,Laptop,Ryzen 9,Intel Iris,4,2048,Linux,Blue,Retail Store,Bank Transfer,2347.62,20,1878.1,3,5634.3,Professional,1
1698,2020-12-20,North America,Lenovo,Gaming Laptop,i7,Intel UHD,4,256,macOS,Blue,Online,PayPal,2912.96,0,2912.96,2,5825.92,Enterprise,1
1699,2024-12-19,Asia-Pacific,Samsung,Gaming Laptop,i5,Intel Iris,32,256,Windows 11,Black,Reseller,PayPal,1775.62,0,1775.62,1,1775.62,Enterprise,3
1700,2025-02-07,Europe,Apple,All-in-One,M2,NVIDIA RTX 2060,8,2048,macOS,Silver,Retail Store,Bank Transfer,1294.7,15,1100.5,1,1100.5,Gamer,1
1701,2020-11-27,North America,MSI,All-in-One,i5,AMD Radeon Vega,8,2048,Linux,Silver,Reseller,Bank Transfer,1025.35,10,922.81,2,1845.62,Gamer,4
1702,2024-01-24,Asia-Pacific,Asus,Laptop,Ryzen 5,NVIDIA GTX 1650,8,2048,Linux,Gray,Online,Debit Card,655.96,20,524.77,3,1574.31,Professional,2
1703,2021-11-09,Asia-Pacific,Acer,All-in-One,i5,NVIDIA GTX 1650,32,2048,macOS,Black,Retail Store,Credit Card,857.36,15,728.76,1,728.76,Student,4
1704,2025-02-10,Europe,Dell,Gaming Laptop,i7,AMD Radeon Vega,16,512,Windows 10,Blue,Reseller,Bank Transfer,1168.36,5,1109.94,1,1109.94,Professional,4
1705,2021-11-03,Europe,MSI,Laptop,Ryzen 3,NVIDIA RTX 2060,32,2048,macOS,Blue,Reseller,Debit Card,1942.2,15,1650.87,1,1650.87,Student,1
1706,2024-11-26,Europe,Samsung,Desktop,Ryzen 9,AMD Radeon Vega,32,512,Windows 11,Silver,Reseller,Debit Card,2194.25,0,2194.25,2,4388.5,Student,2
1707,2023-03-17,Europe,Lenovo,All-in-One,Ryzen 5,NVIDIA RTX 3060,16,256,Windows 11,Silver,Reseller,Credit Card,513.57,10,462.21,1,462.21,Student,5
1708,2024-07-24,Europe,HP,Desktop,M1,Intel Iris,32,256,macOS,Black,Retail Store,Bank Transfer,1748.34,0,1748.34,1,1748.34,Student,4
1709,2024-03-03,Europe,MSI,Gaming Laptop,M2,NVIDIA RTX 2060,32,256,macOS,Black,Online,PayPal,1220.88,5,1159.84,1,1159.84,Gamer,3
1710,2025-05-17,Europe,Apple,Laptop,M1,NVIDIA RTX 3060,4,256,macOS,Gray,Retail Store,Debit Card,1524.94,15,1296.2,1,1296.2,Student,4
1711,2023-07-24,North America,Dell,Desktop,M2,NVIDIA RTX 2060,16,2048,macOS,White,Retail Store,Bank Transfer,2526.74,15,2147.73,1,2147.73,Professional,4
1712,2020-05-27,Asia-Pacific,Samsung,Laptop,i5,NVIDIA RTX 3060,4,2048,Windows 11,Black,Online,Credit Card,1779.04,5,1690.09,3,5070.27,Gamer,1
1713,2021-01-09,Europe,MSI,Gaming Laptop,i9,AMD Radeon Vega,4,2048,Windows 11,Silver,Online,Bank Transfer,976.69,5,927.86,2,1855.72,Enterprise,3
1714,2022-07-08,Asia-Pacific,Lenovo,Laptop,Ryzen 3,AMD Radeon Vega,8,2048,Windows 10,Gray,Reseller,PayPal,2148.64,20,1718.91,2,3437.82,Professional,3
1715,2025-05-17,Asia-Pacific,Microsoft,Desktop,M2,NVIDIA RTX 3060,8,2048,Windows 10,Silver,Online,PayPal,2611.59,5,2481.01,3,7443.03,Enterprise,1
1716,2023-07-31,Europe,Acer,Laptop,M2,AMD Radeon Vega,16,256,Windows 11,Silver,Online,Debit Card,2036.31,10,1832.68,2,3665.36,Professional,4
1717,2024-09-19,North America,Dell,All-in-One,i9,NVIDIA RTX 3060,16,1024,macOS,Gray,Retail Store,Debit Card,653.94,5,621.24,3,1863.72,Student,3
1718,2020-05-23,Europe,Asus,Laptop,M2,Intel Iris,32,2048,Windows 10,White,Retail Store,PayPal,1755.42,10,1579.88,3,4739.64,Enterprise,5
